state,state_abb,total_cases,state_labs,other_labs,age_70_plus,age_under_70,travel_related,contact_related,unknown_related,time,time_utc
Missouri,MO,69,31,38,12,61,22,7,44,2020-03-21T22:51:04Z,2020-03-21T22:51:04Z
